,AAPL US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN US Equity,,,,,,,,,SPX Index,,,,,,,,
Dates,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN
2/16/2018,43.248,#N/A N/A,#N/A N/A,6.0218,17.9261,#N/A N/A,3.7208,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.088,#N/A N/A,#N/A N/A,0.9106,235.5593,#N/A N/A,3.9131,#N/A N/A,#N/A N/A,2731.2,#N/A N/A,#N/A N/A,4.02,21.9288,#N/A N/A,2.2487,#N/A N/A,9.12
2/19/2018,43.248,#N/A N/A,#N/A N/A,6.0218,17.9261,#N/A N/A,3.7208,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.088,#N/A N/A,#N/A N/A,0.9106,235.5593,#N/A N/A,3.9131,#N/A N/A,#N/A N/A,2731.2,#N/A N/A,#N/A N/A,4.02,21.9288,#N/A N/A,2.2487,#N/A N/A,9.12
2/20/2018,43.108,#N/A N/A,#N/A N/A,6.0422,17.8658,#N/A N/A,3.7083,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.435,#N/A N/A,#N/A N/A,0.8984,238.7561,#N/A N/A,3.9662,#N/A N/A,#N/A N/A,2732.22,#N/A N/A,#N/A N/A,4.04,21.7972,#N/A N/A,2.2348,#N/A N/A,9.12
2/21/2018,42.963,#N/A N/A,#N/A N/A,6.0697,17.7847,#N/A N/A,3.6915,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.417,#N/A N/A,#N/A N/A,0.8896,241.1252,#N/A N/A,4.0056,#N/A N/A,#N/A N/A,2716.26,#N/A N/A,#N/A N/A,4.06,21.6775,#N/A N/A,2.2226,#N/A N/A,9.12
2/22/2018,42.768,#N/A N/A,#N/A N/A,6.0194,17.9334,#N/A N/A,3.7223,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.146,#N/A N/A,#N/A N/A,0.8881,241.5187,#N/A N/A,4.0121,#N/A N/A,#N/A N/A,2701.33,#N/A N/A,#N/A N/A,4.06,21.6986,#N/A N/A,2.2247,#N/A N/A,9.12
2/23/2018,43.125,#N/A N/A,#N/A N/A,5.9165,18.2453,#N/A N/A,3.7871,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.267,#N/A N/A,#N/A N/A,0.8795,243.9024,#N/A N/A,4.0517,#N/A N/A,#N/A N/A,2703.96,#N/A N/A,#N/A N/A,3.99,22.0468,#N/A N/A,2.2604,#N/A N/A,9.12
2/26/2018,43.875,#N/A N/A,#N/A N/A,5.8018,18.606,#N/A N/A,3.8619,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,#N/A N/A,#N/A N/A,0.8668,247.4715,#N/A N/A,4.111,#N/A N/A,#N/A N/A,2747.3,#N/A N/A,#N/A N/A,3.95,22.3031,#N/A N/A,2.2872,#N/A N/A,9.12
2/27/2018,44.743,#N/A N/A,#N/A N/A,5.8207,18.5457,#N/A N/A,3.8494,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.098,#N/A N/A,#N/A N/A,0.8725,245.8504,#N/A N/A,4.0841,#N/A N/A,#N/A N/A,2779.6,#N/A N/A,#N/A N/A,4,22.0198,#N/A N/A,2.2581,#N/A N/A,9.12
2/28/2018,44.598,#N/A N/A,#N/A N/A,5.8295,18.5177,#N/A N/A,3.8436,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.599,#N/A N/A,#N/A N/A,0.8722,245.9268,#N/A N/A,4.0853,#N/A N/A,#N/A N/A,2744.28,#N/A N/A,#N/A N/A,4.05,21.7402,#N/A N/A,2.2308,#N/A N/A,9.08
3/1/2018,44.53,#N/A N/A,#N/A N/A,5.9334,18.1933,#N/A N/A,3.7763,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.623,#N/A N/A,#N/A N/A,0.8833,242.8374,#N/A N/A,4.034,#N/A N/A,#N/A N/A,2713.83,#N/A N/A,#N/A N/A,4.11,21.4069,#N/A N/A,2.2006,#N/A N/A,9.1
3/2/2018,43.75,#N/A N/A,#N/A N/A,5.8927,18.3191,#N/A N/A,3.8024,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.673,#N/A N/A,#N/A N/A,0.8793,243.9431,#N/A N/A,4.0524,#N/A N/A,#N/A N/A,2677.67,#N/A N/A,#N/A N/A,4.09,21.5107,#N/A N/A,2.2116,#N/A N/A,9.11
3/5/2018,44.053,#N/A N/A,#N/A N/A,5.8723,18.3825,#N/A N/A,3.8155,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.013,#N/A N/A,#N/A N/A,0.8658,247.7415,#N/A N/A,4.1155,#N/A N/A,#N/A N/A,2691.25,#N/A N/A,#N/A N/A,4.04,21.7479,#N/A N/A,2.236,#N/A N/A,9.11
3/6/2018,44.205,#N/A N/A,#N/A N/A,5.8773,18.3669,#N/A N/A,3.8123,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.181,#N/A N/A,#N/A N/A,0.8579,250.0228,#N/A N/A,4.1534,#N/A N/A,#N/A N/A,2720.94,#N/A N/A,#N/A N/A,4.03,21.8044,#N/A N/A,2.2418,#N/A N/A,9.11
3/7/2018,44.168,#N/A N/A,#N/A N/A,5.9324,18.1964,#N/A N/A,3.7769,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.882,#N/A N/A,#N/A N/A,0.8538,251.2195,#N/A N/A,4.1732,#N/A N/A,#N/A N/A,2728.12,#N/A N/A,#N/A N/A,4.03,21.8,#N/A N/A,2.241,#N/A N/A,9.1
3/8/2018,43.758,#N/A N/A,#N/A N/A,5.8684,18.395,#N/A N/A,3.8181,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25,#N/A N/A,#N/A N/A,0.8501,252.335,#N/A N/A,4.1918,#N/A N/A,#N/A N/A,2726.8,#N/A N/A,#N/A N/A,4.02,21.8977,#N/A N/A,2.251,#N/A N/A,9.1
3/9/2018,44.235,#N/A N/A,#N/A N/A,5.7692,18.711,#N/A N/A,3.8837,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.593,#N/A N/A,#N/A N/A,0.8355,256.7301,#N/A N/A,4.2648,#N/A N/A,#N/A N/A,2738.97,#N/A N/A,#N/A N/A,3.95,22.2784,#N/A N/A,2.2902,#N/A N/A,9.1
3/12/2018,44.995,#N/A N/A,#N/A N/A,5.714,18.8919,#N/A N/A,3.9213,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.945,#N/A N/A,#N/A N/A,0.8253,259.9008,#N/A N/A,4.3175,#N/A N/A,#N/A N/A,2786.57,#N/A N/A,#N/A N/A,3.95,22.2499,#N/A N/A,2.2872,#N/A N/A,9.1
3/13/2018,45.43,#N/A N/A,#N/A N/A,5.7696,18.71,#N/A N/A,3.8835,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.92,#N/A N/A,#N/A N/A,0.8306,258.2407,#N/A N/A,4.2899,#N/A N/A,#N/A N/A,2783.02,#N/A N/A,#N/A N/A,3.98,22.1086,#N/A N/A,2.2727,#N/A N/A,9.1
3/14/2018,44.993,#N/A N/A,#N/A N/A,5.819,18.5509,#N/A N/A,3.8505,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.409,#N/A N/A,#N/A N/A,0.8292,258.6992,#N/A N/A,4.2975,#N/A N/A,#N/A N/A,2765.31,#N/A N/A,#N/A N/A,4,21.9821,#N/A N/A,2.2597,#N/A N/A,9.1
3/15/2018,44.61,#N/A N/A,#N/A N/A,5.8122,18.5728,#N/A N/A,3.855,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.55,#N/A N/A,#N/A N/A,0.8337,257.2878,#N/A N/A,4.2741,#N/A N/A,#N/A N/A,2749.48,#N/A N/A,#N/A N/A,4,21.9652,#N/A N/A,2.258,#N/A N/A,9.1
3/16/2018,44.663,#N/A N/A,#N/A N/A,5.8328,18.5073,#N/A N/A,3.8414,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.116,#N/A N/A,#N/A N/A,0.8394,255.5577,#N/A N/A,4.2453,#N/A N/A,#N/A N/A,2747.33,#N/A N/A,#N/A N/A,4,22.0025,#N/A N/A,2.2618,#N/A N/A,9.1
3/19/2018,44.505,#N/A N/A,#N/A N/A,5.9233,18.2245,#N/A N/A,3.7827,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.584,#N/A N/A,#N/A N/A,0.8539,251.2081,#N/A N/A,4.1731,#N/A N/A,#N/A N/A,2752.01,#N/A N/A,#N/A N/A,4.04,21.7348,#N/A N/A,2.2377,#N/A N/A,9.12
3/20/2018,43.825,#N/A N/A,#N/A N/A,5.9253,18.2183,#N/A N/A,3.7814,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.247,#N/A N/A,#N/A N/A,0.8315,257.9691,#N/A N/A,4.2854,#N/A N/A,#N/A N/A,2712.92,#N/A N/A,#N/A N/A,4.04,21.7673,#N/A N/A,2.2411,#N/A N/A,9.12
3/21/2018,43.81,#N/A N/A,#N/A N/A,6.0626,17.8055,#N/A N/A,3.6958,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.326,#N/A N/A,#N/A N/A,0.8339,257.213,#N/A N/A,4.2728,#N/A N/A,#N/A N/A,2716.94,#N/A N/A,#N/A N/A,4.04,21.7267,#N/A N/A,2.2369,#N/A N/A,9.12
3/22/2018,42.818,#N/A N/A,#N/A N/A,6.1495,17.5539,#N/A N/A,3.6436,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.093,#N/A N/A,#N/A N/A,0.8539,251.2065,#N/A N/A,4.173,#N/A N/A,#N/A N/A,2711.93,#N/A N/A,#N/A N/A,4.15,21.1803,#N/A N/A,2.1806,#N/A N/A,9.12
3/23/2018,42.213,#N/A N/A,#N/A N/A,6.2953,17.1475,#N/A N/A,3.5592,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.246,#N/A N/A,#N/A N/A,0.8821,243.1805,#N/A N/A,4.0397,#N/A N/A,#N/A N/A,2643.69,#N/A N/A,#N/A N/A,4.24,20.7364,#N/A N/A,2.1349,#N/A N/A,9.12
3/26/2018,41.235,#N/A N/A,#N/A N/A,6.01,17.9615,#N/A N/A,3.7281,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.778,#N/A N/A,#N/A N/A,0.8479,252.9854,#N/A N/A,4.2026,#N/A N/A,#N/A N/A,2588.26,#N/A N/A,#N/A N/A,4.12,21.3003,#N/A N/A,2.1925,#N/A N/A,9.12
3/27/2018,43.193,#N/A N/A,#N/A N/A,6.1682,17.5009,#N/A N/A,3.6326,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.793,#N/A N/A,#N/A N/A,0.8812,243.4228,#N/A N/A,4.0437,#N/A N/A,#N/A N/A,2658.55,#N/A N/A,#N/A N/A,4.19,20.9321,#N/A N/A,2.1546,#N/A N/A,9.12
3/28/2018,42.085,#N/A N/A,#N/A N/A,6.2371,17.3076,#N/A N/A,3.5924,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.852,#N/A N/A,#N/A N/A,0.9216,232.7512,#N/A N/A,3.8665,#N/A N/A,#N/A N/A,2612.62,#N/A N/A,#N/A N/A,4.2,20.8694,#N/A N/A,2.1481,#N/A N/A,9.12
3/29/2018,41.62,#N/A N/A,#N/A N/A,6.4171,16.3576,#N/A N/A,3.4675,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.571,#N/A N/A,#N/A N/A,0.7592,182.2846,#N/A N/A,3.6111,#N/A N/A,#N/A N/A,2605,#N/A N/A,#N/A N/A,4.14,21.1568,#N/A N/A,2.1777,#N/A N/A,9.12
3/30/2018,41.62,#N/A N/A,#N/A N/A,6.4171,16.3576,#N/A N/A,3.4675,#N/A N/A,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.571,#N/A N/A,#N/A N/A,0.7592,182.2846,#N/A N/A,3.6111,#N/A N/A,#N/A N/A,2605,#N/A N/A,#N/A N/A,4.14,21.1568,#N/A N/A,2.1777,#N/A N/A,9.13
4/2/2018,41.945,10.4561,6.9935,6.4595,16.2504,#N/A N/A,3.4447,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.367,140.82,26.0034,0.8009,172.7947,#N/A N/A,3.4231,10.9674,3.1915,2640.87,#N/A N/A,#N/A N/A,4.59,19.7113,#N/A N/A,2.0875,#N/A N/A,9.38
4/3/2018,41.67,10.4561,6.9935,6.3939,16.4171,#N/A N/A,3.4801,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,140.82,26.0034,0.7893,175.3212,#N/A N/A,3.4732,10.9674,3.1915,2581.88,#N/A N/A,#N/A N/A,4.53,19.96,#N/A N/A,2.1138,#N/A N/A,9.38
4/4/2018,42.098,10.4561,6.9935,6.2739,16.731,#N/A N/A,3.5466,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.602,140.82,26.0034,0.779,177.6537,#N/A N/A,3.5194,10.9674,3.1915,2614.45,#N/A N/A,#N/A N/A,4.48,20.1961,#N/A N/A,2.1397,#N/A N/A,9.38
4/5/2018,42.903,10.4561,6.9935,6.2307,16.847,#N/A N/A,3.5712,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.529,140.82,26.0034,0.7569,182.8401,#N/A N/A,3.6221,10.9674,3.1915,2644.69,#N/A N/A,#N/A N/A,4.45,20.335,#N/A N/A,2.1544,#N/A N/A,9.38
4/6/2018,43.2,10.4561,6.9935,6.3942,16.4161,#N/A N/A,3.4799,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.588,140.82,26.0034,0.7819,176.9811,#N/A N/A,3.506,10.9674,3.1915,2662.84,#N/A N/A,#N/A N/A,4.55,19.8893,#N/A N/A,2.1072,#N/A N/A,9.38
4/9/2018,42.095,10.4561,6.9935,6.3314,16.5789,#N/A N/A,3.5144,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.262,140.82,26.0034,0.7815,177.0882,#N/A N/A,3.5082,10.9674,3.1915,2604.47,#N/A N/A,#N/A N/A,4.54,19.9537,#N/A N/A,2.1142,#N/A N/A,9.38
4/10/2018,42.513,10.4561,6.9935,6.2145,16.8909,#N/A N/A,3.5805,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.304,140.82,26.0034,0.7651,180.8841,#N/A N/A,3.5834,10.9674,3.1915,2613.16,#N/A N/A,#N/A N/A,4.46,20.287,#N/A N/A,2.1495,#N/A N/A,9.38
4/11/2018,43.313,10.4561,6.9935,6.2437,16.8119,#N/A N/A,3.5638,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.811,140.82,26.0034,0.77,179.7292,#N/A N/A,3.5605,10.9674,3.1915,2656.87,#N/A N/A,#N/A N/A,4.49,20.1754,#N/A N/A,2.1376,#N/A N/A,9.38
4/12/2018,43.11,10.4561,6.9935,6.1827,16.9777,#N/A N/A,3.5989,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.352,140.82,26.0034,0.7586,182.4307,#N/A N/A,3.614,10.9674,3.1915,2642.19,#N/A N/A,#N/A N/A,4.45,20.3445,#N/A N/A,2.1554,#N/A N/A,9.38
4/13/2018,43.535,10.4561,6.9935,6.1619,17.0352,#N/A N/A,3.6111,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.425,140.82,26.0034,0.768,180.2003,#N/A N/A,3.5698,10.9674,3.1915,2663.99,#N/A N/A,#N/A N/A,4.46,20.2861,#N/A N/A,2.1493,#N/A N/A,9.38
4/16/2018,43.683,10.4561,6.9935,6.1237,17.1415,#N/A N/A,3.6336,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.54,140.82,26.0034,0.7623,181.5491,#N/A N/A,3.5965,10.9674,3.1915,2656.3,#N/A N/A,#N/A N/A,4.43,20.4506,#N/A N/A,2.1667,#N/A N/A,9.38
4/17/2018,43.955,10.4561,6.9935,6.0405,17.3774,#N/A N/A,3.6836,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.075,140.82,26.0034,0.7307,189.3992,#N/A N/A,3.7521,10.9674,3.1915,2677.84,#N/A N/A,#N/A N/A,4.38,20.6687,#N/A N/A,2.1898,#N/A N/A,9.38
4/18/2018,44.56,10.4561,6.9935,6.0541,17.3384,#N/A N/A,3.6754,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.191,140.82,26.0034,0.7192,192.4232,#N/A N/A,3.812,10.9674,3.1915,2706.39,#N/A N/A,#N/A N/A,4.38,20.6859,#N/A N/A,2.1916,#N/A N/A,9.38
4/19/2018,44.46,10.4561,6.9935,6.2307,16.847,#N/A N/A,3.5712,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.392,140.82,26.0034,0.7058,196.0844,#N/A N/A,3.8845,10.9674,3.1915,2708.64,#N/A N/A,#N/A N/A,4.4,20.5673,#N/A N/A,2.1791,#N/A N/A,9.38
4/20/2018,43.2,10.4561,6.9935,6.4969,16.1568,#N/A N/A,3.4249,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.846,140.82,26.0034,0.7193,192.3791,#N/A N/A,3.8111,10.9674,3.1915,2693.13,#N/A N/A,#N/A N/A,4.44,20.3917,#N/A N/A,2.1604,#N/A N/A,9.38
4/23/2018,41.43,10.4561,6.9935,6.5157,16.11,#N/A N/A,3.415,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.375,140.82,26.0034,0.7239,191.1662,#N/A N/A,3.7871,10.9674,3.1915,2670.14,#N/A N/A,#N/A N/A,4.44,20.3921,#N/A N/A,2.1606,#N/A N/A,9.38
4/24/2018,41.31,10.4561,6.9935,6.6077,15.8857,#N/A N/A,3.3674,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.893,140.82,26.0034,0.7526,183.8904,#N/A N/A,3.6429,10.9674,3.1915,2670.29,#N/A N/A,#N/A N/A,4.5,20.1193,#N/A N/A,2.1317,#N/A N/A,9.38
4/25/2018,40.735,10.4561,6.9935,6.5791,15.955,#N/A N/A,3.3821,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.005,140.82,26.0034,0.7525,183.9005,#N/A N/A,3.6431,10.9674,3.1915,2634.56,#N/A N/A,#N/A N/A,4.49,20.157,#N/A N/A,2.1357,#N/A N/A,9.38
4/26/2018,40.913,10.4561,6.9935,6.5562,16.0105,#N/A N/A,3.3939,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.009,140.82,26.0034,0.7239,191.1788,#N/A N/A,3.7873,10.9674,3.1915,2639.4,#N/A N/A,#N/A N/A,4.45,20.3675,#N/A N/A,2.158,#N/A N/A,9.38
4/27/2018,41.055,10.4561,6.9935,6.633,15.8253,#N/A N/A,3.3546,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.898,140.82,26.0034,0.6987,198.063,#N/A N/A,3.9237,10.9674,3.1915,2666.94,#N/A N/A,#N/A N/A,4.44,20.389,#N/A N/A,2.1603,#N/A N/A,9.39
4/30/2018,40.58,10.4561,6.9935,6.515,16.1119,#N/A N/A,3.4154,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.631,140.82,26.0034,0.7016,197.2456,#N/A N/A,3.9075,10.9674,3.1915,2669.91,#N/A N/A,#N/A N/A,4.47,20.1211,#N/A N/A,2.1392,#N/A N/A,9.41
5/1/2018,41.315,10.4561,6.9935,6.367,16.4863,#N/A N/A,3.4948,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.307,140.82,26.0034,0.6944,199.2771,#N/A N/A,3.9477,10.9674,3.1915,2648.05,#N/A N/A,#N/A N/A,4.46,20.169,#N/A N/A,2.1443,#N/A N/A,9.41
5/2/2018,42.275,10.4561,6.9935,6.0976,17.2146,#N/A N/A,3.6491,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.113,140.82,26.0034,0.7,197.6927,#N/A N/A,3.9163,10.9674,3.1915,2654.8,#N/A N/A,#N/A N/A,4.49,20.0246,#N/A N/A,2.1289,#N/A N/A,9.41
5/3/2018,44.143,10.4561,6.9935,6.0866,17.2458,#N/A N/A,3.6557,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.484,140.82,26.0034,0.6989,197.9943,#N/A N/A,3.9223,10.9674,3.1915,2635.67,#N/A N/A,#N/A N/A,4.5,19.9802,#N/A N/A,2.123,#N/A N/A,9.41
5/4/2018,44.223,10.4561,6.9935,5.8568,17.9224,#N/A N/A,3.7992,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.604,140.82,26.0034,0.695,199.1121,#N/A N/A,3.9445,10.9674,3.1915,2629.73,#N/A N/A,#N/A N/A,4.45,20.2326,#N/A N/A,2.1499,#N/A N/A,9.41
5/7/2018,45.958,10.4561,6.9935,5.8148,18.0521,#N/A N/A,3.8267,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.048,140.82,26.0034,0.6867,201.529,#N/A N/A,3.9923,10.9674,3.1915,2663.42,#N/A N/A,#N/A N/A,4.44,20.2356,#N/A N/A,2.156,#N/A N/A,9.44
5/8/2018,46.29,10.4561,6.9935,5.7869,18.1388,#N/A N/A,3.8451,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.007,140.82,26.0034,0.69,200.5529,#N/A N/A,3.973,10.9674,3.1915,2672.63,#N/A N/A,#N/A N/A,4.44,20.2299,#N/A N/A,2.1554,#N/A N/A,9.44
5/9/2018,46.513,10.4561,6.9935,5.7465,18.2665,#N/A N/A,3.8721,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.62,140.82,26.0034,0.6833,202.5189,#N/A N/A,4.012,10.9674,3.1915,2671.92,#N/A N/A,#N/A N/A,4.39,20.424,#N/A N/A,2.176,#N/A N/A,9.44
5/10/2018,46.84,10.4561,6.9935,5.6654,18.5278,#N/A N/A,3.9275,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,140.82,26.0034,0.6829,202.6549,#N/A N/A,4.0147,10.9674,3.1915,2697.79,#N/A N/A,#N/A N/A,4.35,20.6134,#N/A N/A,2.1962,#N/A N/A,9.44
5/11/2018,47.51,10.4561,6.9935,5.709,18.3865,#N/A N/A,3.8975,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.454,140.82,26.0034,0.6855,201.8778,#N/A N/A,3.9993,10.9674,3.1915,2723.07,#N/A N/A,#N/A N/A,4.35,20.6484,#N/A N/A,2.2,#N/A N/A,9.44
5/14/2018,47.148,10.4561,6.9935,5.7224,18.3436,#N/A N/A,3.8885,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.146,140.82,26.0034,0.6861,201.7053,#N/A N/A,3.9958,10.9674,3.1915,2727.72,#N/A N/A,#N/A N/A,4.34,20.6642,#N/A N/A,2.2012,#N/A N/A,9.44
5/15/2018,47.038,10.4561,6.9935,5.7748,18.1769,#N/A N/A,3.8531,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.077,140.82,26.0034,0.6972,198.5038,#N/A N/A,3.9324,10.9674,3.1915,2730.13,#N/A N/A,#N/A N/A,4.37,20.5225,#N/A N/A,2.1861,#N/A N/A,9.44
5/16/2018,46.61,10.4561,6.9935,5.7214,18.3465,#N/A N/A,3.8891,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.806,140.82,26.0034,0.6923,199.9093,#N/A N/A,3.9603,10.9674,3.1915,2711.45,#N/A N/A,#N/A N/A,4.36,20.6055,#N/A N/A,2.1949,#N/A N/A,9.44
5/17/2018,47.045,10.4561,6.9935,5.7579,18.2305,#N/A N/A,3.8645,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.364,140.82,26.0034,0.6947,199.2141,#N/A N/A,3.9465,10.9674,3.1915,2722.46,#N/A N/A,#N/A N/A,4.36,20.5874,#N/A N/A,2.193,#N/A N/A,9.44
5/18/2018,46.748,10.4561,6.9935,5.7789,18.1642,#N/A N/A,3.8504,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.088,140.82,26.0034,0.6979,198.2834,#N/A N/A,3.928,10.9674,3.1915,2720.13,#N/A N/A,#N/A N/A,4.37,20.5333,#N/A N/A,2.1872,#N/A N/A,9.44
5/21/2018,46.578,10.4561,6.9935,5.7382,18.2929,#N/A N/A,3.8777,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.718,140.82,26.0034,0.693,199.6801,#N/A N/A,3.9557,10.9674,3.1915,2712.97,#N/A N/A,#N/A N/A,4.34,20.6857,#N/A N/A,2.2035,#N/A N/A,9.44
5/22/2018,46.908,10.4561,6.9935,5.7526,18.247,#N/A N/A,3.868,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.273,140.82,26.0034,0.6948,199.1688,#N/A N/A,3.9456,10.9674,3.1915,2733.01,#N/A N/A,#N/A N/A,4.35,20.6209,#N/A N/A,2.1966,#N/A N/A,9.44
5/23/2018,46.79,10.4561,6.9935,5.716,18.364,#N/A N/A,3.8928,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.07,140.82,26.0034,0.6859,201.7456,#N/A N/A,3.9966,10.9674,3.1915,2724.44,#N/A N/A,#N/A N/A,4.34,20.6877,#N/A N/A,2.2037,#N/A N/A,9.44
5/24/2018,47.09,10.4561,6.9935,5.7224,18.3436,#N/A N/A,3.8885,30.4775,22.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.093,140.82,26.0034,0.6854,201.898,#N/A N/A,3.9997,10.9674,3.1915,2733.29,#N/A N/A,#N/A N/A,4.35,20.646,#N/A N/A,2.1993,#N/A N/A,9.44
