,AAPL US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN US Equity,,,,,,,,,SPX Index,,,,,,,,
Dates,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN
8/21/2020,118.275,21.5005,3.7691,3.274,37.7758,1.777,7.9889,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.868,79.5302,30.843,1.6495,126.2868,#N/A N/A,5.0769,14.3288,5.8968,3385.51,#N/A N/A,#N/A N/A,4.59,25.8047,#N/A N/A,2.5093,#N/A N/A,7.61
8/24/2020,124.37,21.5005,3.7691,3.2353,38.2276,1.799,8.0845,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.236,79.5302,30.843,1.6382,127.1611,#N/A N/A,5.112,14.3288,5.8968,3397.16,#N/A N/A,#N/A N/A,4.54,26.0637,#N/A N/A,2.5344,#N/A N/A,7.61
8/25/2020,125.858,21.5005,3.7691,3.2621,37.914,1.784,8.0182,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.373,79.5302,30.843,1.6191,128.6617,#N/A N/A,5.1724,14.3288,5.8968,3431.28,#N/A N/A,#N/A N/A,4.52,26.1577,#N/A N/A,2.5436,#N/A N/A,7.61
8/26/2020,124.825,21.5005,3.7691,3.2183,38.4296,1.808,8.1272,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.325,79.5302,30.843,1.5742,132.328,#N/A N/A,5.3198,14.3288,5.8968,3443.62,#N/A N/A,#N/A N/A,4.48,26.4246,#N/A N/A,2.5695,#N/A N/A,7.61
8/27/2020,126.523,21.5005,3.7691,3.2573,37.9702,1.786,8.0301,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.093,79.5302,30.843,1.5936,130.719,#N/A N/A,5.2551,14.3288,5.8968,3478.73,#N/A N/A,#N/A N/A,4.47,26.4689,#N/A N/A,2.5739,#N/A N/A,7.61
8/28/2020,125.01,21.5005,3.7691,3.2626,37.9087,1.784,8.017,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,79.5302,30.843,1.5927,130.7882,#N/A N/A,5.2579,14.3288,5.8968,3484.55,#N/A N/A,#N/A N/A,4.44,26.6432,#N/A N/A,2.5911,#N/A N/A,7.61
8/31/2020,124.808,21.5005,3.7691,3.1555,39.1942,3.406,8.2889,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.09,79.5302,30.843,1.5701,132.6782,#N/A N/A,5.3338,14.3288,5.8968,3508.01,#N/A N/A,#N/A N/A,4.47,26.6135,#N/A N/A,2.5849,#N/A N/A,7.61
9/1/2020,129.04,21.5005,3.7691,3.0347,40.7554,3.871,8.6191,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.548,79.5302,30.843,1.5484,134.5298,#N/A N/A,5.4083,14.3288,5.8968,3500.31,#N/A N/A,#N/A N/A,4.43,26.8142,#N/A N/A,2.6044,#N/A N/A,7.61
9/2/2020,134.18,21.5005,3.7691,3.0989,39.911,3.791,8.4405,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.956,79.5302,30.843,1.5343,135.7728,#N/A N/A,5.4582,14.3288,5.8968,3526.65,#N/A N/A,#N/A N/A,4.37,27.2263,#N/A N/A,2.6444,#N/A N/A,7.61
9/3/2020,131.4,21.5005,3.7691,3.3686,36.7157,3.487,7.7648,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.573,79.5302,30.843,1.6087,129.4887,#N/A N/A,5.2056,14.3288,5.8968,3580.84,#N/A N/A,#N/A N/A,4.53,26.2535,#N/A N/A,2.5512,#N/A N/A,7.61
9/4/2020,120.88,21.5005,3.7691,3.3663,36.74,3.489,7.7699,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.4,79.5302,30.843,1.6446,126.6674,#N/A N/A,5.0922,14.3288,5.8968,3455.06,#N/A N/A,#N/A N/A,4.56,26.0396,#N/A N/A,2.5305,#N/A N/A,7.61
9/7/2020,120.88,21.5005,3.7691,3.3663,36.74,3.489,7.7699,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.4,79.5302,30.843,1.6446,126.6674,#N/A N/A,5.0922,14.3288,5.8968,3455.06,#N/A N/A,#N/A N/A,4.56,26.0396,#N/A N/A,2.5305,#N/A N/A,7.62
9/8/2020,120.96,21.5005,3.7691,3.6092,34.2676,3.255,7.247,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.731,79.5302,30.843,1.7202,121.1011,#N/A N/A,4.8684,14.3288,5.8968,3426.96,#N/A N/A,#N/A N/A,4.7,25.3127,#N/A N/A,2.4599,#N/A N/A,7.62
9/9/2020,112.82,21.5005,3.7691,3.4708,35.6344,3.384,7.5361,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.492,79.5302,30.843,1.6576,125.6674,#N/A N/A,5.052,14.3288,5.8968,3331.84,#N/A N/A,#N/A N/A,4.6,25.823,#N/A N/A,2.5095,#N/A N/A,7.62
9/10/2020,117.32,21.5005,3.7691,3.5879,34.4711,3.274,7.2901,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.431,79.5302,30.843,1.7065,122.0727,#N/A N/A,4.9075,14.3288,5.8968,3398.96,#N/A N/A,#N/A N/A,4.69,25.3689,#N/A N/A,2.4654,#N/A N/A,7.62
9/11/2020,113.49,21.5005,3.7691,3.6356,34.0185,3.231,7.1943,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.756,79.5302,30.843,1.7387,119.8085,#N/A N/A,4.8165,14.3288,5.8968,3339.19,#N/A N/A,#N/A N/A,4.68,25.3821,#N/A N/A,2.4667,#N/A N/A,7.62
9/14/2020,112,21.5005,3.7691,3.5299,35.0376,2.637,7.4099,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.811,79.5302,30.843,1.7461,119.2991,#N/A N/A,4.796,14.3288,5.8968,3340.97,#N/A N/A,#N/A N/A,4.63,25.7053,#N/A N/A,2.4981,#N/A N/A,7.62
9/15/2020,115.355,21.5005,3.7691,3.5242,35.0938,2.641,7.4217,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.148,79.5302,30.843,1.7167,121.3429,#N/A N/A,4.8781,14.3288,5.8968,3383.54,#N/A N/A,#N/A N/A,4.6,25.8394,#N/A N/A,2.5111,#N/A N/A,7.62
9/16/2020,115.54,21.5005,3.7691,3.6314,34.058,2.563,7.2027,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.807,79.5302,30.843,1.7602,118.3429,#N/A N/A,4.7575,14.3288,5.8968,3401.2,#N/A N/A,#N/A N/A,4.62,25.7199,#N/A N/A,2.4995,#N/A N/A,7.62
9/17/2020,112.13,21.5005,3.7691,3.6903,33.5143,2.522,7.0877,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.905,79.5302,30.843,1.8008,115.6759,#N/A N/A,4.6503,14.3288,5.8968,3385.49,#N/A N/A,#N/A N/A,4.66,25.5033,#N/A N/A,2.4784,#N/A N/A,7.62
9/18/2020,110.34,21.5005,3.7691,3.8112,32.4513,2.442,6.8629,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.437,79.5302,30.843,1.8336,113.6067,#N/A N/A,4.5671,14.3288,5.8968,3357.01,#N/A N/A,#N/A N/A,4.71,25.2181,#N/A N/A,2.4507,#N/A N/A,7.62
9/21/2020,106.84,21.5005,3.7691,3.6991,33.4354,2.516,7.071,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.746,79.5302,30.843,1.8302,113.8205,#N/A N/A,4.5757,14.3288,5.8968,3319.47,#N/A N/A,#N/A N/A,4.75,24.9639,#N/A N/A,2.4275,#N/A N/A,7.62
9/22/2020,110.08,21.5005,3.7691,3.6418,33.9608,2.556,7.1821,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.023,79.5302,30.843,1.7316,120.2995,#N/A N/A,4.8362,14.3288,5.8968,3281.06,#N/A N/A,#N/A N/A,4.7,25.2264,#N/A N/A,2.453,#N/A N/A,7.62
9/23/2020,111.81,21.5005,3.7691,3.8013,32.5363,2.449,6.8809,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.45,79.5302,30.843,1.8062,115.3349,#N/A N/A,4.6366,14.3288,5.8968,3315.57,#N/A N/A,#N/A N/A,4.82,24.6281,#N/A N/A,2.3948,#N/A N/A,7.62
9/24/2020,107.12,21.5005,3.7691,3.7626,32.8704,2.474,6.9515,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.993,79.5302,30.843,1.7942,116.1011,#N/A N/A,4.6674,14.3288,5.8968,3236.92,#N/A N/A,#N/A N/A,4.8,24.7018,#N/A N/A,2.402,#N/A N/A,7.62
9/25/2020,108.22,21.5005,3.7691,3.7583,34.4506,2.567,7.1083,27.1827,18.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.99,79.5302,30.843,1.7506,118.9977,#N/A N/A,4.7839,14.3288,5.8968,3246.59,#N/A N/A,#N/A N/A,4.73,25.1018,#N/A N/A,2.4407,#N/A N/A,7.61
9/28/2020,112.28,27.7064,4.6683,3.6707,35.2729,2.628,7.278,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.757,79.5302,30.843,1.707,122.0319,#N/A N/A,4.9058,14.3288,5.8968,3298.46,#N/A N/A,#N/A N/A,4.67,25.5114,#N/A N/A,2.4784,#N/A N/A,7.58
9/29/2020,114.96,27.7064,4.6683,3.6987,35.006,2.608,7.2229,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.703,79.5302,30.843,1.7229,120.9104,#N/A N/A,4.8608,14.3288,5.8968,3351.6,#N/A N/A,#N/A N/A,4.7,25.3886,#N/A N/A,2.4664,#N/A N/A,7.58
9/30/2020,114.09,27.7064,4.6683,3.6437,35.5337,2.647,7.3318,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.244,77.1489,30.5456,1.5729,92.2029,#N/A N/A,4.5141,14.6144,6.5848,3335.47,#N/A N/A,#N/A N/A,4.5,26.1691,#N/A N/A,2.5,#N/A N/A,7.66
10/1/2020,115.81,27.7064,4.6683,3.6132,35.8344,2.67,7.3938,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.437,77.1489,30.5456,1.5375,94.3268,#N/A N/A,4.6181,14.6144,6.5848,3363,#N/A N/A,#N/A N/A,4.47,26.308,#N/A N/A,2.5133,#N/A N/A,7.66
10/2/2020,116.79,27.7064,4.6683,3.7337,34.6777,2.583,7.1551,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.063,77.1489,30.5456,1.5848,91.5081,#N/A N/A,4.4801,14.6144,6.5848,3380.8,#N/A N/A,#N/A N/A,4.52,26.0416,#N/A N/A,2.4888,#N/A N/A,7.66
10/5/2020,113.02,27.7064,4.6683,3.6222,35.7454,2.663,7.3755,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.25,77.1489,30.5456,1.5481,93.6808,#N/A N/A,4.5865,14.6144,6.5848,3348.44,#N/A N/A,#N/A N/A,4.44,26.5474,#N/A N/A,2.5349,#N/A N/A,7.65
10/6/2020,116.5,27.7064,4.6683,3.7291,34.7206,2.587,7.164,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.96,77.1489,30.5456,1.5976,90.7748,#N/A N/A,4.4442,14.6144,6.5848,3408.63,#N/A N/A,#N/A N/A,4.5,26.169,#N/A N/A,2.4999,#N/A N/A,7.66
10/7/2020,113.16,27.7064,4.6683,3.6669,35.3097,2.631,7.2856,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.998,77.1489,30.5456,1.5498,93.578,#N/A N/A,4.5815,14.6144,6.5848,3360.95,#N/A N/A,#N/A N/A,4.4,26.6145,#N/A N/A,2.5427,#N/A N/A,7.66
10/8/2020,115.08,27.7064,4.6683,3.6704,35.276,2.628,7.2786,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.785,77.1489,30.5456,1.5523,93.4275,#N/A N/A,4.5741,14.6144,6.5848,3419.45,#N/A N/A,#N/A N/A,4.37,26.8271,#N/A N/A,2.563,#N/A N/A,7.66
10/9/2020,114.97,27.7064,4.6683,3.6076,35.8896,2.674,7.4052,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.528,77.1489,30.5456,1.5069,96.2416,#N/A N/A,4.7119,14.6144,6.5848,3446.83,#N/A N/A,#N/A N/A,4.33,27.0596,#N/A N/A,2.5852,#N/A N/A,7.66
10/12/2020,116.97,27.7064,4.6683,3.3921,38.1694,2.686,7.8756,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.333,77.1489,30.5456,1.4385,100.8179,#N/A N/A,4.9359,14.6144,6.5848,3477.13,#N/A N/A,#N/A N/A,4.26,27.4998,#N/A N/A,2.6279,#N/A N/A,7.71
10/13/2020,124.4,27.7064,4.6683,3.4846,37.1568,2.614,7.6667,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.147,77.1489,30.5456,1.4382,100.8384,#N/A N/A,4.9369,14.6144,6.5848,3534.22,#N/A N/A,#N/A N/A,4.29,27.3268,#N/A N/A,2.6114,#N/A N/A,7.71
10/14/2020,121.1,27.7064,4.6683,3.482,37.1845,2.615,7.6724,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.182,77.1489,30.5456,1.4724,98.4981,#N/A N/A,4.8224,14.6144,6.5848,3511.93,#N/A N/A,#N/A N/A,4.32,27.1455,#N/A N/A,2.594,#N/A N/A,7.71
10/15/2020,121.19,27.7064,4.6683,3.4958,37.0372,2.604,7.642,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.186,77.1489,30.5456,1.4834,97.7643,#N/A N/A,4.7864,14.6144,6.5848,3488.67,#N/A N/A,#N/A N/A,4.32,27.1038,#N/A N/A,2.59,#N/A N/A,7.71
10/16/2020,120.71,27.7064,4.6683,3.5455,36.5186,2.568,7.535,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.933,77.1489,30.5456,1.5133,95.8334,#N/A N/A,4.6919,14.6144,6.5848,3483.34,#N/A N/A,#N/A N/A,4.32,27.1075,#N/A N/A,2.5904,#N/A N/A,7.71
10/19/2020,119.02,27.7064,4.6683,3.6384,35.5859,2.502,7.3425,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.636,77.1489,30.5456,1.5442,93.9154,#N/A N/A,4.598,14.6144,6.5848,3483.81,#N/A N/A,#N/A N/A,4.39,26.6649,#N/A N/A,2.5481,#N/A N/A,7.71
10/20/2020,115.98,27.7064,4.6683,3.591,36.0553,2.535,7.4394,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.361,77.1489,30.5456,1.5395,94.2023,#N/A N/A,4.612,14.6144,6.5848,3426.92,#N/A N/A,#N/A N/A,4.37,26.791,#N/A N/A,2.5602,#N/A N/A,7.71
10/21/2020,117.51,27.7064,4.6683,3.6107,35.859,2.521,7.3989,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.851,77.1489,30.5456,1.555,93.2633,#N/A N/A,4.5661,14.6144,6.5848,3443.12,#N/A N/A,#N/A N/A,4.38,26.7323,#N/A N/A,2.5546,#N/A N/A,7.71
10/22/2020,116.87,27.7064,4.6683,3.6456,35.5153,2.497,7.328,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.247,77.1489,30.5456,1.5592,93.0132,#N/A N/A,4.5538,14.6144,6.5848,3435.56,#N/A N/A,#N/A N/A,4.36,26.8713,#N/A N/A,2.5678,#N/A N/A,7.71
10/23/2020,115.75,27.7064,4.6683,3.6681,35.2975,2.482,7.283,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.82,77.1489,30.5456,1.5456,93.8331,#N/A N/A,4.594,14.6144,6.5848,3453.49,#N/A N/A,#N/A N/A,4.34,26.9638,#N/A N/A,2.5767,#N/A N/A,7.71
10/26/2020,115.04,27.7064,4.6683,3.6678,35.3005,2.49,7.2837,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.22,77.1489,30.5456,1.5443,93.9104,#N/A N/A,4.5977,14.6144,6.5848,3465.39,#N/A N/A,#N/A N/A,4.43,26.4448,#N/A N/A,2.5285,#N/A N/A,7.71
10/27/2020,115.05,27.7064,4.6683,3.6191,35.7761,2.523,7.3818,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.352,77.1489,30.5456,1.507,96.2322,#N/A N/A,4.7114,14.6144,6.5848,3400.97,#N/A N/A,#N/A N/A,4.44,26.3653,#N/A N/A,2.5209,#N/A N/A,7.71
10/28/2020,116.6,27.7064,4.6683,3.7948,34.1192,2.407,7.0399,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.317,77.1489,30.5456,1.5659,92.6143,#N/A N/A,4.5343,14.6144,6.5848,3390.68,#N/A N/A,#N/A N/A,4.6,25.4347,#N/A N/A,2.4319,#N/A N/A,7.71
10/29/2020,111.2,27.7064,4.6683,3.6592,35.3834,2.551,7.3008,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.139,77.1489,30.5456,1.5424,94.0266,#N/A N/A,4.6034,14.6144,6.5848,3271.03,#N/A N/A,#N/A N/A,4.55,25.7386,#N/A N/A,2.461,#N/A N/A,7.71
10/30/2020,115.32,27.7064,4.6683,3.8764,33.4013,2.505,6.8918,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.551,77.1489,30.5456,1.6312,88.9063,#N/A N/A,4.3528,14.6144,6.5848,3310.11,#N/A N/A,#N/A N/A,4.6,25.4263,#N/A N/A,2.4296,#N/A N/A,7.69
11/2/2020,108.86,27.7064,4.6683,3.8796,33.3737,2.503,6.8861,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.808,77.1489,30.5456,1.6484,87.9789,#N/A N/A,4.3073,14.6144,6.5848,3269.96,#N/A N/A,#N/A N/A,4.59,25.6504,#N/A N/A,2.4553,#N/A N/A,7.72
11/3/2020,108.77,27.7064,4.6683,3.8209,33.8861,2.542,6.9918,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.224,77.1489,30.5456,1.6246,89.2653,#N/A N/A,4.3703,14.6144,6.5848,3310.24,#N/A N/A,#N/A N/A,4.5,26.1072,#N/A N/A,2.499,#N/A N/A,7.72
11/4/2020,110.44,27.7064,4.6683,3.671,35.2698,2.653,7.2773,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.421,77.1489,30.5456,1.528,94.9095,#N/A N/A,4.6467,14.6144,6.5848,3369.16,#N/A N/A,#N/A N/A,4.41,26.6842,#N/A N/A,2.5542,#N/A N/A,7.72
11/5/2020,114.95,27.7064,4.6683,3.5452,36.5217,2.75,7.5356,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.058,77.1489,30.5456,1.4908,97.2767,#N/A N/A,4.7626,14.6144,6.5848,3443.44,#N/A N/A,#N/A N/A,4.32,27.2037,#N/A N/A,2.6039,#N/A N/A,7.72
11/6/2020,119.03,27.7064,4.6683,3.5553,36.4174,2.742,7.5141,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.1,77.1489,30.5456,1.4956,96.9654,#N/A N/A,4.7473,14.6144,6.5848,3510.45,#N/A N/A,#N/A N/A,4.32,27.1964,#N/A N/A,2.6032,#N/A N/A,7.72
11/9/2020,118.69,27.7064,4.6683,3.6278,35.6902,2.687,7.3641,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.569,77.1489,30.5456,1.5754,92.0568,#N/A N/A,4.507,14.6144,6.5848,3509.44,#N/A N/A,#N/A N/A,4.27,27.5065,#N/A N/A,2.6329,#N/A N/A,7.72
11/10/2020,116.32,27.7064,4.6683,3.6387,35.5828,3.093,7.3419,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.187,77.1489,30.5456,1.6318,88.8732,#N/A N/A,4.3511,14.6144,6.5848,3550.5,#N/A N/A,#N/A N/A,4.28,27.4677,#N/A N/A,2.6292,#N/A N/A,7.72
11/11/2020,115.97,27.7064,4.6683,3.5315,36.6628,3.187,7.5648,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.751,77.1489,30.5456,1.5786,91.8709,#N/A N/A,4.4979,14.6144,6.5848,3545.53,#N/A N/A,#N/A N/A,4.25,27.6783,#N/A N/A,2.6494,#N/A N/A,7.72
11/12/2020,119.49,27.7064,4.6683,3.5398,36.5769,3.18,7.547,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.87,77.1489,30.5456,1.5923,91.077,#N/A N/A,4.459,14.6144,6.5848,3572.66,#N/A N/A,#N/A N/A,4.29,27.4172,#N/A N/A,2.6225,#N/A N/A,7.72
11/13/2020,119.21,27.7064,4.6683,3.5383,36.5923,3.181,7.5502,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.514,77.1489,30.5456,1.5829,91.6196,#N/A N/A,4.4856,14.6144,6.5848,3537.01,#N/A N/A,#N/A N/A,4.23,27.79,#N/A N/A,2.6581,#N/A N/A,7.72
11/16/2020,119.26,27.7064,4.6683,3.5077,36.9114,3.209,7.616,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.441,77.1489,30.5456,1.5818,91.6855,#N/A N/A,4.4888,14.6144,6.5848,3585.15,#N/A N/A,#N/A N/A,4.18,28.113,#N/A N/A,2.689,#N/A N/A,7.72
11/17/2020,120.3,27.7064,4.6683,3.5345,36.6322,3.185,7.5584,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.553,77.1489,30.5456,1.5794,91.8202,#N/A N/A,4.4954,14.6144,6.5848,3626.91,#N/A N/A,#N/A N/A,4.21,27.9486,#N/A N/A,2.6732,#N/A N/A,7.71
11/18/2020,119.39,27.7064,4.6683,3.5752,36.2149,3.148,7.4723,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.783,77.1489,30.5456,1.5948,90.9359,#N/A N/A,4.4521,14.6144,6.5848,3609.53,#N/A N/A,#N/A N/A,4.26,27.5976,#N/A N/A,2.6395,#N/A N/A,7.7
11/19/2020,118.03,27.7064,4.6683,3.5568,36.402,3.165,7.5109,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.273,77.1489,30.5456,1.5889,91.2744,#N/A N/A,4.4687,14.6144,6.5848,3567.79,#N/A N/A,#N/A N/A,4.25,27.7066,#N/A N/A,2.65,#N/A N/A,7.7
11/20/2020,118.64,27.7064,4.6683,3.5962,36.0032,3.169,7.4286,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.851,77.1489,30.5456,1.5979,90.7584,#N/A N/A,4.4434,14.6144,6.5848,3581.87,#N/A N/A,#N/A N/A,4.27,27.5253,#N/A N/A,2.6319,#N/A N/A,7.7
11/23/2020,117.34,27.7064,4.6683,3.7065,34.9323,3.076,7.2077,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.97,77.1489,30.5456,1.5984,90.7288,#N/A N/A,4.442,14.6144,6.5848,3557.54,#N/A N/A,#N/A N/A,4.25,27.6682,#N/A N/A,2.6453,#N/A N/A,7.7
11/24/2020,113.85,27.7064,4.6683,3.664,35.3373,3.111,7.2913,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.92,77.1489,30.5456,1.5884,91.3048,#N/A N/A,4.4702,14.6144,6.5848,3577.59,#N/A N/A,#N/A N/A,4.18,28.115,#N/A N/A,2.688,#N/A N/A,7.7
11/25/2020,115.17,27.7064,4.6683,3.6368,35.6012,3.135,7.3457,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.903,77.1489,30.5456,1.5549,93.2671,#N/A N/A,4.5662,14.6144,6.5848,3635.41,#N/A N/A,#N/A N/A,4.19,28.0705,#N/A N/A,2.6837,#N/A N/A,7.7
11/26/2020,115.17,27.7064,4.6683,3.6368,35.6012,3.135,7.3457,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.903,77.1489,30.5456,1.5549,93.2671,#N/A N/A,4.5662,14.6144,6.5848,3635.41,#N/A N/A,#N/A N/A,4.19,28.0705,#N/A N/A,2.6837,#N/A N/A,7.7
11/27/2020,116.03,27.7064,4.6683,3.6194,35.773,3.15,7.3812,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.254,77.1489,30.5456,1.5499,93.5678,#N/A N/A,4.581,14.6144,6.5848,3629.65,#N/A N/A,#N/A N/A,4.18,28.1009,#N/A N/A,2.6901,#N/A N/A,7.71
11/30/2020,116.59,27.7064,4.6683,3.5446,36.5278,3.216,7.5369,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.767,77.1489,30.5456,1.5633,92.7684,#N/A N/A,4.5418,14.6144,6.5848,3638.35,#N/A N/A,#N/A N/A,4.2,27.9813,#N/A N/A,2.6778,#N/A N/A,7.72
12/1/2020,119.05,27.7064,4.6683,3.4386,37.6539,3.315,7.7692,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.402,77.1489,30.5456,1.538,94.2922,#N/A N/A,4.6164,14.6144,6.5848,3621.63,#N/A N/A,#N/A N/A,4.16,28.2922,#N/A N/A,2.7076,#N/A N/A,7.72
12/2/2020,122.72,27.7064,4.6683,3.4285,37.7644,3.325,7.792,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.004,77.1489,30.5456,1.546,93.8076,#N/A N/A,4.5927,14.6144,6.5848,3662.45,#N/A N/A,#N/A N/A,4.15,28.3428,#N/A N/A,2.7124,#N/A N/A,7.72
12/3/2020,123.08,27.7064,4.6683,3.4324,37.7214,3.321,7.7832,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.177,77.1489,30.5456,1.5541,93.3157,#N/A N/A,4.5686,14.6144,6.5848,3669.01,#N/A N/A,#N/A N/A,4.15,28.3161,#N/A N/A,2.7106,#N/A N/A,7.72
12/4/2020,122.94,27.7064,4.6683,3.4518,37.5097,3.303,7.7395,27.6315,19.5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.337,77.1489,30.5456,1.566,92.6085,#N/A N/A,4.534,14.6144,6.5848,3666.72,#N/A N/A,#N/A N/A,4.11,28.5661,#N/A N/A,2.7345,#N/A N/A,7.72
